CAT	Clear Air Turbulence	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CAVOK	Ceiling and Visibility OK	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CB	Circuit Breaker	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CB	Cumulonimbus	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CBT	Computer Based Training	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CC	Cabin Crew	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CC	Crew Control	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CC	Company Council (BALPA Related)	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CDA	Continuous Descent Approach	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CDFA	Continuous Descent Final Approach	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CDI	Course Deviation Indicator	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CDU	Control Display Unit	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CFI	Chief Flying Instructor	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CFIT	Controlled Flight into Terrain	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CGI	Chief Ground Instructor	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CGO	Cargo	https://centreforaviation.com/about/glossary
CHAOS	Create Havoc Around Our System	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
CL	Center Line	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CLB	Climb	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CMD	Command	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CMV	Converted Meteorological Visibility	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
COBT	Calculated Off Block Time	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CoG	Centre of Gravity	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CON	Contingency Fuel	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CON	Max Continuos Thrust	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CP	Chief Pilot	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CP	Cadet Program	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CP	Cadet Pilot	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CP	Critical Point	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CPL	Commercial Pilots Licence	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CPR	Cardiopulmonary Resuscitation	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
CPT	Captain	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CRM	Crew Resource Management	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CRMI	Crew Resource Management Instructor	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CRS	Computer Reservation System	https://www.avjobs.com/history/airline-glossary.asp
CRZ	Cruise	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CSM	Cabin Service Manager	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CSS	Cabin Service Supervisor	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CTC	British Integrated Flight Training Organisation	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CTC	Chief Training Captain	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CTOT	Calculated Take Off Time	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CTR	Control Zone	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CTZ	Control Zone	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CVR	Cockpit Voice Recorder	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CWA	Association of Flight Attendants, the largest flight attendant labor union in the U.S.flight attendant dictionary	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
CWS	Control Wheel Steering	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
CX	Checks	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DA	Decision Altitude	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DALR	Dry Adiabatic Lapse Rate	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DC	Direct Current	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DEC	Direct Entry Captain	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DER	Departure End (of the) Runway	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DFDR	digital flight data recorder	https://www.avjobs.com/history/airline-glossary.asp
DG	Dangerous Goods	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DH	Decision Height	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DI	Direction Indicator	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DIV	Diversion	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DLR	Aptitude Testing Used by Lufthansa	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DME	Distance Measuring Equipment	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DNF	Did Not Fly	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DOC	Designated Operating Coverage	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DODAR	Diagnose/Options/Decide/Assign/Review	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
DOW	Dry Operating Weight	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EACI	Europe Airport Council International	https://centreforaviation.com/about/glossary
EAG	European Action Group.	https://centreforaviation.com/about/glossary
EASA	European Aviation Safety Agency	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EASO	European Aviation Suppliers Organisation.	https://centreforaviation.com/about/glossary
EAT	Estimated Approach Time	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EATCHIP	European ATC Harmonisation and Integration Programme	https://centreforaviation.com/about/glossary
EBAA	European Business Aviation Association.	https://centreforaviation.com/about/glossary
ECA	European Cargo Alliance.	https://centreforaviation.com/about/glossary
ECAC	European Civil Aviation Conference.	https://centreforaviation.com/about/glossary
ECTAA	Group of National Travel Agents and Tour Operators Associations within the EU	https://centreforaviation.com/about/glossary
EDI	Electronic Data Interchange.	https://centreforaviation.com/about/glossary
EET	Estimated Elapsed Time	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EFB	Electronic Flight Bag	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EFIS	Electronic Flight Information System	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EGPWS	Enhanced Ground Proximity Warning System	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EGT	Exhaust Gas Temperature	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EHSI	Electronic Horizontal Situation Indicator	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
ELFAA	European Low Fares Airline Association.	https://centreforaviation.com/about/glossary
ELT	Emergency Locator Transmitter	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EMB	Embraer	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EMR	Emergency	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EPR	Engine Pressure Ratio	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
ERA	European Regions Airlines Association.	https://centreforaviation.com/about/glossary
ESPAS	European Strategic Partnership for Aviation Security.	https://centreforaviation.com/about/glossary
ET	Elapsed Time	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
ETA	Estimated Time of Arrival	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
ETD	Estimated Time of Departure	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
ETOPS	Extended-range Twin-engine Operational Performance Standards	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
ETOW	Estimated Take Off Weight	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
ETP	Emergency Turn Procedure	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EU	European Union.	https://centreforaviation.com/about/glossary
EUROCONTROL	European Organisation for the Safety of Air Navigation	https://centreforaviation.com/about/glossary
EZFW	Estimated Zero Fuel Weight	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
EZY	easyJet (ICAO Code)	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
F/A	Abbreviation for flight attendant.	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
FA	Flight Attendant	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FAA	Federal Aviation Agency	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
FAA	Federal Aviation Administration	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FAB	Functional Airspace Blocks.	https://centreforaviation.com/about/glossary
FADEC	Full Authority Digital Engine Control	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FAF	Final Approach Fix	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FAL	Facilitation.	https://centreforaviation.com/about/glossary
FAM	Federal Air Marshall	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
FAP	Final Approach Point	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FAR	Federal Aviation Regulation	https://www.avjobs.com/history/airline-glossary.asp
FARs	Federal Aviation Regulations	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
FAT	Final Approach Track	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FATPL	Frozen Air Transport Pilots Licence	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FBO	Fixed Base Operator	https://www.aircharterservice.com/about-us/news-features/blog/an-a-z-of-aviation-definitions
FBT	Fixed Based Trainer	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FBW	Fly By Wire	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FCL	Flight Crew Licensing	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FCOM	Flight Crew Operations Manual	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FCTM	Flight Crew Training Manual	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FD	Flight Director	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FDR	Flight Data Recorder	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FE	Flight Engineer	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FFDO	Federal Flight Deck Officer	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
FFS	Full Flight Simulator	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FI	Flight Instructor	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FIATA	International Federation of Freight Forwarders Association	https://centreforaviation.com/about/glossary
FIR	Flight Information Region	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FIS	Flight Information Service	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FLF	Freight Load Factor	https://centreforaviation.com/about/glossary
FMC	Flight Management Computer	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FMS	Flight Management System.	https://centreforaviation.com/about/glossary
FMS	Flight Management System	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FNPT	Flight & Navigation Procedures Trainer	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FO	First Officer	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FOB	Fuel on board.	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
FOD	Foreign Object Damage	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FOM	Fuel of Merit	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FOQA	Flight Operations Quality Assurance.	https://centreforaviation.com/about/glossary
FPA	Flight Path Angle	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FPL	Filed Flight Plan	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FPM	Feet Per Minute	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FPP	Future Flyer Programme	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FPT	Flat Panel Trainer	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FR	Ryanair (IATA Code)	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FREQ	Frequency	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FSS	Flight Service Station	https://www.avjobs.com/history/airline-glossary.asp
FT	Flight Training	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FTE	Flight Training Europe, Jerez	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FTK	Freight Tonne Kilometres	https://centreforaviation.com/about/glossary
FTO	Flight Training Organisation	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
FUAAV	Fedération Universelle des Associations d’Agences de Voyages.	https://centreforaviation.com/about/glossary
G	G-force	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
G.E.D.	Government Equivalency Degree	https://airlinecareer.com/tests/flight-attendant-dictionary/#PSR
G/A	Go Around	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
GA	General Aviation	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
GABI	Global Aviation Business Intelligence.	https://centreforaviation.com/about/glossary
GAPAN	The Guild of Air Pilots & Air Navigators	https://www.flightdeckfriend.com/become-an-airline-pilot/pilot-and-aviation-abbreviations/
